Frame:	Label:	Points:	Bounding Box ID:	Frame path: data3/kinshi-egg
145	bowl	(56,114,43,42)	17	145.jpg
145	frying_pan	(96,90,83,100)	14	145.jpg
145	person	(27,0,156,126)	1	145.jpg
146	table	(0,112,101,142)	29	146.jpg
146	stove	(103,112,154,123)	30	146.jpg
146	shell_egg	(61,219,21,21)	7	146.jpg
146	oil_bottle	(0,153,33,48)	24	146.jpg
146	knife	(28,103,30,70)	22	146.jpg
146	cutting_board	(10,113,54,60)	19	146.jpg
146	bowl	(56,114,43,42)	17	146.jpg
146	frying_pan	(96,90,83,100)	14	146.jpg
146	person	(27,0,156,126)	1	146.jpg
147	table	(0,112,101,142)	29	147.jpg
147	stove	(103,112,154,123)	30	147.jpg
147	shell_egg	(61,219,21,21)	7	147.jpg
147	oil_bottle	(0,153,33,48)	24	147.jpg
147	knife	(28,103,30,70)	22	147.jpg
147	cutting_board	(10,113,54,60)	19	147.jpg
147	bowl	(56,114,43,42)	17	147.jpg
147	frying_pan	(96,90,83,100)	14	147.jpg
147	person	(27,0,156,126)	1	147.jpg
148	table	(0,112,101,142)	29	148.jpg
148	stove	(103,112,154,123)	30	148.jpg
148	shell_egg	(61,219,21,21)	7	148.jpg
148	oil_bottle	(0,153,33,48)	24	148.jpg
148	knife	(28,103,30,70)	22	148.jpg
148	cutting_board	(10,113,54,60)	19	148.jpg
148	bowl	(56,114,43,42)	17	148.jpg
148	frying_pan	(96,90,83,100)	14	148.jpg
148	person	(27,0,156,126)	1	148.jpg
149	table	(0,112,101,142)	29	149.jpg
149	stove	(103,112,154,123)	30	149.jpg
149	shell_egg	(61,219,21,21)	7	149.jpg
149	oil_bottle	(0,153,33,48)	24	149.jpg
149	knife	(28,103,30,70)	22	149.jpg
149	cutting_board	(10,113,54,60)	19	149.jpg
149	bowl	(56,114,43,42)	17	149.jpg
149	frying_pan	(96,90,83,100)	14	149.jpg
149	person	(27,0,156,126)	1	149.jpg
150	table	(0,112,101,142)	29	150.jpg
150	stove	(103,112,154,123)	30	150.jpg
150	shell_egg	(61,219,21,21)	7	150.jpg
150	oil_bottle	(0,153,33,48)	24	150.jpg
150	knife	(28,103,30,70)	22	150.jpg
150	cutting_board	(10,113,54,60)	19	150.jpg
150	bowl	(56,114,43,42)	17	150.jpg
150	frying_pan	(96,90,83,100)	14	150.jpg
150	person	(27,0,156,126)	1	150.jpg
151	table	(0,112,101,142)	29	151.jpg
151	stove	(103,112,154,123)	30	151.jpg
151	shell_egg	(61,219,21,21)	7	151.jpg
151	oil_bottle	(0,153,33,48)	24	151.jpg
151	knife	(28,103,30,70)	22	151.jpg
151	cutting_board	(10,113,54,60)	19	151.jpg
151	bowl	(56,114,43,42)	17	151.jpg
151	frying_pan	(96,90,83,100)	14	151.jpg
151	person	(27,0,156,126)	1	151.jpg
152	table	(0,112,101,142)	29	152.jpg
152	stove	(103,112,154,123)	30	152.jpg
152	shell_egg	(61,219,21,21)	7	152.jpg
152	oil_bottle	(0,153,33,48)	24	152.jpg
152	knife	(28,103,30,70)	22	152.jpg
152	cutting_board	(10,113,54,60)	19	152.jpg
152	bowl	(56,114,43,42)	17	152.jpg
152	frying_pan	(96,90,83,100)	14	152.jpg
152	person	(27,0,156,126)	1	152.jpg
153	table	(0,112,101,142)	29	153.jpg
153	stove	(103,112,154,123)	30	153.jpg
153	shell_egg	(61,219,21,21)	7	153.jpg
153	oil_bottle	(0,153,33,48)	24	153.jpg
153	knife	(28,103,30,70)	22	153.jpg
153	cutting_board	(10,113,54,60)	19	153.jpg
153	bowl	(56,114,43,42)	17	153.jpg
153	frying_pan	(96,90,83,100)	14	153.jpg
153	person	(27,0,156,126)	1	153.jpg
154	table	(0,112,101,142)	29	154.jpg
154	stove	(103,112,154,123)	30	154.jpg
154	shell_egg	(61,219,21,21)	7	154.jpg
154	oil_bottle	(0,153,33,48)	24	154.jpg
154	knife	(28,103,30,70)	22	154.jpg
154	cutting_board	(10,113,54,60)	19	154.jpg
154	bowl	(56,114,43,42)	17	154.jpg
154	frying_pan	(96,90,83,100)	14	154.jpg
154	person	(27,0,156,126)	1	154.jpg
155	table	(0,112,101,142)	29	155.jpg
155	stove	(103,112,154,123)	30	155.jpg
155	shell_egg	(61,219,21,21)	7	155.jpg
155	oil_bottle	(0,153,33,48)	24	155.jpg
155	knife	(28,103,30,70)	22	155.jpg
155	cutting_board	(10,113,54,60)	19	155.jpg
155	bowl	(56,114,43,42)	17	155.jpg
155	frying_pan	(96,90,83,100)	14	155.jpg
155	person	(27,0,156,126)	1	155.jpg
156	table	(0,112,101,142)	29	156.jpg
156	stove	(103,112,154,123)	30	156.jpg
156	shell_egg	(61,219,21,21)	7	156.jpg
156	oil_bottle	(0,153,33,48)	24	156.jpg
156	knife	(28,103,30,70)	22	156.jpg
156	cutting_board	(10,113,54,60)	19	156.jpg
156	bowl	(56,114,43,42)	17	156.jpg
156	frying_pan	(96,90,83,100)	14	156.jpg
156	person	(27,0,146,114)	1	156.jpg
157	table	(0,112,101,142)	29	157.jpg
157	stove	(103,112,154,123)	30	157.jpg
157	shell_egg	(61,219,21,21)	7	157.jpg
157	oil_bottle	(0,153,33,48)	24	157.jpg
157	knife	(28,103,30,70)	22	157.jpg
157	cutting_board	(10,113,54,60)	19	157.jpg
157	bowl	(56,114,43,42)	17	157.jpg
157	frying_pan	(96,90,83,100)	14	157.jpg
157	person	(27,0,146,114)	1	157.jpg
158	table	(0,112,101,142)	29	158.jpg
158	stove	(103,112,154,123)	30	158.jpg
158	shell_egg	(61,219,21,21)	7	158.jpg
158	oil_bottle	(0,153,33,48)	24	158.jpg
158	knife	(28,103,30,70)	22	158.jpg
158	cutting_board	(10,113,54,60)	19	158.jpg
158	bowl	(56,114,43,42)	17	158.jpg
158	frying_pan	(96,90,83,100)	14	158.jpg
158	person	(27,0,146,114)	1	158.jpg
159	table	(0,112,101,142)	29	159.jpg
159	stove	(103,112,154,123)	30	159.jpg
159	shell_egg	(61,219,21,21)	7	159.jpg
159	oil_bottle	(0,153,33,48)	24	159.jpg
159	knife	(28,103,30,70)	22	159.jpg
159	cutting_board	(10,113,54,60)	19	159.jpg
159	bowl	(56,114,43,42)	17	159.jpg
159	frying_pan	(96,90,83,100)	14	159.jpg
159	person	(27,0,146,114)	1	159.jpg
160	table	(0,112,101,142)	29	160.jpg
160	stove	(103,112,154,123)	30	160.jpg
160	shell_egg	(61,219,21,21)	7	160.jpg
160	oil_bottle	(0,153,33,48)	24	160.jpg
160	knife	(28,103,30,70)	22	160.jpg
160	cutting_board	(10,113,54,60)	19	160.jpg
160	bowl	(56,114,43,42)	17	160.jpg
160	frying_pan	(96,90,83,100)	14	160.jpg
160	person	(27,0,146,114)	1	160.jpg
161	table	(0,112,101,142)	29	161.jpg
161	stove	(103,112,154,123)	30	161.jpg
161	shell_egg	(61,219,21,21)	7	161.jpg
161	oil_bottle	(0,153,33,48)	24	161.jpg
161	knife	(28,103,30,70)	22	161.jpg
161	cutting_board	(10,113,54,60)	19	161.jpg
161	bowl	(56,114,43,42)	17	161.jpg
161	frying_pan	(96,90,83,100)	14	161.jpg
161	person	(27,0,146,114)	1	161.jpg
162	table	(0,112,101,142)	29	162.jpg
162	stove	(103,112,154,123)	30	162.jpg
162	shell_egg	(61,219,21,21)	7	162.jpg
162	oil_bottle	(0,153,33,48)	24	162.jpg
162	knife	(28,103,30,70)	22	162.jpg
162	cutting_board	(10,113,54,60)	19	162.jpg
162	bowl	(56,114,43,42)	17	162.jpg
162	frying_pan	(96,90,83,100)	14	162.jpg
162	person	(27,0,146,114)	1	162.jpg
163	table	(0,112,101,142)	29	163.jpg
163	stove	(103,112,154,123)	30	163.jpg
163	shell_egg	(61,219,21,21)	7	163.jpg
163	oil_bottle	(0,153,33,48)	24	163.jpg
163	knife	(28,103,30,70)	22	163.jpg
163	cutting_board	(10,113,54,60)	19	163.jpg
163	bowl	(56,114,43,42)	17	163.jpg
163	frying_pan	(96,90,83,100)	14	163.jpg
163	person	(27,0,146,114)	1	163.jpg
164	table	(0,112,101,142)	29	164.jpg
164	stove	(103,112,154,123)	30	164.jpg
164	shell_egg	(61,219,21,21)	7	164.jpg
164	oil_bottle	(0,153,33,48)	24	164.jpg
164	knife	(28,103,30,70)	22	164.jpg
164	cutting_board	(10,113,54,60)	19	164.jpg
164	bowl	(56,114,43,42)	17	164.jpg
164	frying_pan	(96,90,83,100)	14	164.jpg
164	person	(27,0,146,114)	1	164.jpg
165	table	(0,112,101,142)	29	165.jpg
165	stove	(103,112,154,123)	30	165.jpg
165	shell_egg	(61,219,21,21)	7	165.jpg
165	oil_bottle	(0,153,33,48)	24	165.jpg
165	knife	(28,103,30,70)	22	165.jpg
165	cutting_board	(10,113,54,60)	19	165.jpg
165	bowl	(56,114,43,42)	17	165.jpg
165	frying_pan	(96,90,83,100)	14	165.jpg
165	person	(27,0,146,114)	1	165.jpg
166	table	(0,112,101,142)	29	166.jpg
166	stove	(103,112,154,123)	30	166.jpg
166	shell_egg	(61,219,21,21)	7	166.jpg
166	oil_bottle	(0,153,33,48)	24	166.jpg
166	knife	(28,103,30,70)	22	166.jpg
166	cutting_board	(10,113,54,60)	19	166.jpg
166	bowl	(56,114,43,42)	17	166.jpg
166	frying_pan	(96,90,83,100)	14	166.jpg
166	person	(27,0,146,114)	1	166.jpg
167	table	(0,112,101,142)	29	167.jpg
167	stove	(103,112,154,123)	30	167.jpg
167	shell_egg	(61,219,21,21)	7	167.jpg
167	oil_bottle	(0,153,33,48)	24	167.jpg
167	knife	(28,103,30,70)	22	167.jpg
167	cutting_board	(10,113,54,60)	19	167.jpg
167	bowl	(56,114,43,42)	17	167.jpg
167	frying_pan	(96,90,83,100)	14	167.jpg
167	person	(27,0,146,114)	1	167.jpg
168	table	(0,112,101,142)	29	168.jpg
168	stove	(103,112,154,123)	30	168.jpg
168	shell_egg	(61,219,21,21)	7	168.jpg
168	oil_bottle	(0,153,33,48)	24	168.jpg
168	knife	(28,103,30,70)	22	168.jpg
168	cutting_board	(10,113,54,60)	19	168.jpg
168	bowl	(56,114,43,42)	17	168.jpg
168	frying_pan	(96,90,83,100)	14	168.jpg
168	person	(27,0,146,114)	1	168.jpg
169	table	(0,112,101,142)	29	169.jpg
169	stove	(103,112,154,123)	30	169.jpg
169	shell_egg	(61,219,21,21)	7	169.jpg
169	oil_bottle	(0,153,33,48)	24	169.jpg
169	knife	(28,103,30,70)	22	169.jpg
169	cutting_board	(10,113,54,60)	19	169.jpg
169	bowl	(56,114,43,42)	17	169.jpg
169	frying_pan	(96,90,83,100)	14	169.jpg
169	person	(27,0,146,114)	1	169.jpg
170	table	(0,112,101,142)	29	170.jpg
170	stove	(103,112,154,123)	30	170.jpg
170	shell_egg	(61,219,21,21)	7	170.jpg
170	oil_bottle	(0,153,33,48)	24	170.jpg
170	knife	(28,103,30,70)	22	170.jpg
170	cutting_board	(10,113,54,60)	19	170.jpg
170	bowl	(56,114,43,42)	17	170.jpg
170	frying_pan	(96,90,83,100)	14	170.jpg
170	person	(27,0,146,114)	1	170.jpg
171	table	(0,112,101,142)	29	171.jpg
171	stove	(103,112,154,123)	30	171.jpg
171	shell_egg	(61,219,21,21)	7	171.jpg
171	oil_bottle	(0,153,33,48)	24	171.jpg
171	knife	(28,103,30,70)	22	171.jpg
171	cutting_board	(10,113,54,60)	19	171.jpg
171	bowl	(56,114,43,42)	17	171.jpg
171	frying_pan	(96,90,83,100)	14	171.jpg
171	person	(27,0,146,114)	1	171.jpg
172	table	(0,112,101,142)	29	172.jpg
172	stove	(103,112,154,123)	30	172.jpg
172	shell_egg	(61,219,21,21)	7	172.jpg
172	oil_bottle	(0,153,33,48)	24	172.jpg
172	knife	(28,103,30,70)	22	172.jpg
172	cutting_board	(10,113,54,60)	19	172.jpg
172	bowl	(56,114,43,42)	17	172.jpg
172	frying_pan	(96,90,83,100)	14	172.jpg
172	person	(27,0,146,114)	1	172.jpg
173	table	(0,112,101,142)	29	173.jpg
173	stove	(103,112,154,123)	30	173.jpg
173	shell_egg	(61,219,21,21)	7	173.jpg
173	oil_bottle	(0,153,33,48)	24	173.jpg
173	knife	(28,103,30,70)	22	173.jpg
173	cutting_board	(10,113,54,60)	19	173.jpg
173	bowl	(56,114,43,42)	17	173.jpg
173	frying_pan	(96,90,83,100)	14	173.jpg
173	person	(27,0,146,114)	1	173.jpg
174	table	(0,112,101,142)	29	174.jpg
174	stove	(103,112,154,123)	30	174.jpg
174	shell_egg	(61,219,21,21)	7	174.jpg
174	oil_bottle	(0,153,33,48)	24	174.jpg
174	knife	(28,103,30,70)	22	174.jpg
174	cutting_board	(10,113,54,60)	19	174.jpg
174	bowl	(56,114,43,42)	17	174.jpg
174	frying_pan	(96,90,83,100)	14	174.jpg
174	person	(27,0,146,114)	1	174.jpg
175	table	(0,112,101,142)	29	175.jpg
175	stove	(103,112,154,123)	30	175.jpg
175	shell_egg	(61,219,21,21)	7	175.jpg
175	oil_bottle	(0,153,33,48)	24	175.jpg
175	knife	(28,103,30,70)	22	175.jpg
175	cutting_board	(10,113,54,60)	19	175.jpg
175	bowl	(56,114,43,42)	17	175.jpg
175	frying_pan	(96,90,83,100)	14	175.jpg
175	person	(27,0,146,114)	1	175.jpg
176	table	(0,112,101,142)	29	176.jpg
176	stove	(103,112,154,123)	30	176.jpg
176	shell_egg	(61,219,21,21)	7	176.jpg
176	oil_bottle	(0,153,33,48)	24	176.jpg
176	knife	(28,103,30,70)	22	176.jpg
176	cutting_board	(10,113,54,60)	19	176.jpg
176	bowl	(56,114,43,42)	17	176.jpg
176	frying_pan	(96,90,83,100)	14	176.jpg
176	person	(27,0,146,114)	1	176.jpg
177	table	(0,112,101,142)	29	177.jpg
177	stove	(103,112,154,123)	30	177.jpg
177	shell_egg	(61,219,21,21)	7	177.jpg
177	oil_bottle	(0,153,33,48)	24	177.jpg
177	knife	(28,103,30,70)	22	177.jpg
177	cutting_board	(10,113,54,60)	19	177.jpg
177	bowl	(56,114,43,42)	17	177.jpg
177	frying_pan	(96,90,83,100)	14	177.jpg
177	person	(27,0,146,114)	1	177.jpg
178	table	(0,112,101,142)	29	178.jpg
178	stove	(103,112,154,123)	30	178.jpg
178	shell_egg	(61,219,21,21)	7	178.jpg
178	oil_bottle	(0,153,33,48)	24	178.jpg
178	knife	(28,103,30,70)	22	178.jpg
178	cutting_board	(10,113,54,60)	19	178.jpg
178	bowl	(56,114,43,42)	17	178.jpg
178	frying_pan	(96,90,83,100)	14	178.jpg
178	person	(27,0,146,114)	1	178.jpg
179	table	(0,112,101,142)	29	179.jpg
179	stove	(103,112,154,123)	30	179.jpg
179	shell_egg	(61,219,21,21)	7	179.jpg
179	oil_bottle	(0,153,33,48)	24	179.jpg
179	knife	(28,103,30,70)	22	179.jpg
179	cutting_board	(10,113,54,60)	19	179.jpg
179	bowl	(56,114,43,42)	17	179.jpg
179	frying_pan	(96,90,83,100)	14	179.jpg
179	person	(27,0,146,114)	1	179.jpg
180	table	(0,112,101,142)	29	180.jpg
180	stove	(103,112,154,123)	30	180.jpg
180	shell_egg	(61,219,21,21)	7	180.jpg
180	oil_bottle	(0,153,33,48)	24	180.jpg
180	knife	(28,103,30,70)	22	180.jpg
180	cutting_board	(10,113,54,60)	19	180.jpg
180	bowl	(56,114,43,42)	17	180.jpg
180	frying_pan	(96,90,83,100)	14	180.jpg
180	person	(27,0,146,114)	1	180.jpg
181	table	(0,112,101,142)	29	181.jpg
181	stove	(103,112,154,123)	30	181.jpg
181	shell_egg	(61,219,21,21)	7	181.jpg
181	oil_bottle	(0,153,33,48)	24	181.jpg
181	knife	(28,103,30,70)	22	181.jpg
181	cutting_board	(10,113,54,60)	19	181.jpg
181	bowl	(56,114,43,42)	17	181.jpg
181	frying_pan	(96,90,83,100)	14	181.jpg
181	person	(27,0,146,114)	1	181.jpg
182	table	(0,112,101,142)	29	182.jpg
182	stove	(103,112,154,123)	30	182.jpg
182	shell_egg	(61,219,21,21)	7	182.jpg
182	oil_bottle	(0,153,33,48)	24	182.jpg
182	knife	(28,103,30,70)	22	182.jpg
182	cutting_board	(10,113,54,60)	19	182.jpg
182	bowl	(56,114,43,42)	17	182.jpg
182	frying_pan	(96,90,83,100)	14	182.jpg
182	person	(27,0,146,114)	1	182.jpg
183	table	(0,112,101,142)	29	183.jpg
183	stove	(103,112,154,123)	30	183.jpg
183	shell_egg	(61,219,21,21)	7	183.jpg
183	oil_bottle	(0,153,33,48)	24	183.jpg
183	knife	(28,103,30,70)	22	183.jpg
183	cutting_board	(10,113,54,60)	19	183.jpg
183	bowl	(56,114,43,42)	17	183.jpg
183	frying_pan	(96,90,83,100)	14	183.jpg
183	person	(27,0,146,114)	1	183.jpg
184	table	(0,112,101,142)	29	184.jpg
184	stove	(103,112,154,123)	30	184.jpg
184	shell_egg	(61,219,21,21)	7	184.jpg
184	oil_bottle	(0,153,33,48)	24	184.jpg
184	knife	(28,103,30,70)	22	184.jpg
184	cutting_board	(10,113,54,60)	19	184.jpg
184	bowl	(56,114,43,42)	17	184.jpg
184	frying_pan	(96,90,83,100)	14	184.jpg
184	person	(27,0,146,114)	1	184.jpg
185	table	(0,112,101,142)	29	185.jpg
185	stove	(103,112,154,123)	30	185.jpg
185	shell_egg	(61,219,21,21)	7	185.jpg
185	oil_bottle	(0,153,33,48)	24	185.jpg
185	knife	(28,103,30,70)	22	185.jpg
185	cutting_board	(10,113,54,60)	19	185.jpg
185	bowl	(56,114,43,42)	17	185.jpg
185	frying_pan	(96,90,83,100)	14	185.jpg
185	person	(27,0,146,114)	1	185.jpg
186	table	(0,112,101,142)	29	186.jpg
186	stove	(103,112,154,123)	30	186.jpg
186	shell_egg	(61,219,21,21)	7	186.jpg
186	oil_bottle	(0,153,33,48)	24	186.jpg
186	knife	(28,103,30,70)	22	186.jpg
186	cutting_board	(10,113,54,60)	19	186.jpg
186	bowl	(56,114,43,42)	17	186.jpg
186	frying_pan	(96,90,83,100)	14	186.jpg
186	person	(27,0,146,114)	1	186.jpg
187	table	(0,112,101,142)	29	187.jpg
187	stove	(103,112,154,123)	30	187.jpg
187	shell_egg	(61,219,21,21)	7	187.jpg
187	oil_bottle	(0,153,33,48)	24	187.jpg
187	knife	(28,103,30,70)	22	187.jpg
187	cutting_board	(10,113,54,60)	19	187.jpg
187	bowl	(56,114,43,42)	17	187.jpg
187	frying_pan	(96,90,83,100)	14	187.jpg
187	person	(27,0,146,114)	1	187.jpg
188	table	(0,112,101,142)	29	188.jpg
188	stove	(103,112,154,123)	30	188.jpg
188	shell_egg	(61,219,21,21)	7	188.jpg
188	oil_bottle	(0,153,33,48)	24	188.jpg
188	knife	(28,103,30,70)	22	188.jpg
188	cutting_board	(10,113,54,60)	19	188.jpg
188	bowl	(56,114,43,42)	17	188.jpg
188	frying_pan	(96,90,83,100)	14	188.jpg
188	person	(27,0,146,114)	1	188.jpg
189	table	(0,112,101,142)	29	189.jpg
189	stove	(103,112,154,123)	30	189.jpg
189	shell_egg	(61,219,21,21)	7	189.jpg
189	oil_bottle	(0,153,33,48)	24	189.jpg
189	knife	(28,103,30,70)	22	189.jpg
189	cutting_board	(10,113,54,60)	19	189.jpg
189	bowl	(56,114,43,42)	17	189.jpg
189	frying_pan	(96,90,83,100)	14	189.jpg
189	person	(27,0,146,114)	1	189.jpg
190	table	(0,112,101,142)	29	190.jpg
190	stove	(103,112,154,123)	30	190.jpg
190	shell_egg	(61,219,21,21)	7	190.jpg
190	oil_bottle	(0,153,33,48)	24	190.jpg
190	knife	(28,103,30,70)	22	190.jpg
190	cutting_board	(10,113,54,60)	19	190.jpg
190	bowl	(56,114,43,42)	17	190.jpg
190	frying_pan	(96,90,83,100)	14	190.jpg
190	person	(27,0,146,114)	1	190.jpg
191	table	(0,112,101,142)	29	191.jpg
191	stove	(103,112,154,123)	30	191.jpg
191	shell_egg	(61,219,21,21)	7	191.jpg
191	oil_bottle	(0,153,33,48)	24	191.jpg
191	knife	(28,103,30,70)	22	191.jpg
191	cutting_board	(10,113,54,60)	19	191.jpg
191	bowl	(56,114,43,42)	17	191.jpg
191	frying_pan	(96,90,83,100)	14	191.jpg
191	person	(27,0,146,114)	1	191.jpg
192	table	(0,112,101,142)	29	192.jpg
192	stove	(103,112,154,123)	30	192.jpg
192	shell_egg	(61,219,21,21)	7	192.jpg
192	oil_bottle	(0,153,33,48)	24	192.jpg
192	knife	(28,103,30,70)	22	192.jpg
192	cutting_board	(10,113,54,60)	19	192.jpg
192	bowl	(56,114,43,42)	17	192.jpg
192	frying_pan	(96,90,83,100)	14	192.jpg
192	person	(27,0,146,114)	1	192.jpg
193	table	(0,112,101,142)	29	193.jpg
193	stove	(103,112,154,123)	30	193.jpg
193	shell_egg	(61,219,21,21)	7	193.jpg
193	oil_bottle	(0,153,33,48)	24	193.jpg
193	knife	(28,103,30,70)	22	193.jpg
193	cutting_board	(10,113,54,60)	19	193.jpg
193	bowl	(56,114,43,42)	17	193.jpg
193	frying_pan	(96,90,83,100)	14	193.jpg
193	person	(27,0,146,114)	1	193.jpg
194	table	(0,112,101,142)	29	194.jpg
194	stove	(103,112,154,123)	30	194.jpg
194	shell_egg	(61,219,21,21)	7	194.jpg
194	oil_bottle	(0,153,33,48)	24	194.jpg
194	knife	(28,103,30,70)	22	194.jpg
194	cutting_board	(10,113,54,60)	19	194.jpg
194	bowl	(56,114,43,42)	17	194.jpg
194	frying_pan	(96,90,83,100)	14	194.jpg
194	person	(27,0,146,114)	1	194.jpg
195	table	(0,112,101,142)	29	195.jpg
195	stove	(103,112,154,123)	30	195.jpg
195	shell_egg	(61,219,21,21)	7	195.jpg
195	oil_bottle	(0,153,33,48)	24	195.jpg
195	knife	(28,103,30,70)	22	195.jpg
195	cutting_board	(10,113,54,60)	19	195.jpg
195	bowl	(56,114,43,42)	17	195.jpg
195	frying_pan	(96,90,83,100)	14	195.jpg
195	person	(27,0,146,114)	1	195.jpg
196	table	(0,112,101,142)	29	196.jpg
196	stove	(103,112,154,123)	30	196.jpg
196	shell_egg	(61,219,21,21)	7	196.jpg
196	oil_bottle	(0,153,33,48)	24	196.jpg
196	knife	(28,103,30,70)	22	196.jpg
196	cutting_board	(10,113,54,60)	19	196.jpg
196	bowl	(56,114,43,42)	17	196.jpg
196	frying_pan	(96,90,83,100)	14	196.jpg
196	person	(27,0,146,114)	1	196.jpg
197	table	(0,112,101,142)	29	197.jpg
197	stove	(103,112,154,123)	30	197.jpg
197	shell_egg	(61,219,21,21)	7	197.jpg
197	oil_bottle	(0,153,33,48)	24	197.jpg
197	knife	(28,103,30,70)	22	197.jpg
197	cutting_board	(10,113,54,60)	19	197.jpg
197	bowl	(56,114,43,42)	17	197.jpg
197	frying_pan	(96,90,83,100)	14	197.jpg
197	person	(27,0,146,114)	1	197.jpg
198	table	(0,112,101,142)	29	198.jpg
198	stove	(103,112,154,123)	30	198.jpg
198	shell_egg	(61,219,21,21)	7	198.jpg
198	oil_bottle	(0,153,33,48)	24	198.jpg
198	knife	(28,103,30,70)	22	198.jpg
198	cutting_board	(10,113,54,60)	19	198.jpg
198	bowl	(56,114,43,42)	17	198.jpg
198	frying_pan	(96,90,83,100)	14	198.jpg
198	person	(27,0,146,114)	1	198.jpg
199	table	(0,112,101,142)	29	199.jpg
199	stove	(103,112,154,123)	30	199.jpg
199	shell_egg	(61,219,21,21)	7	199.jpg
199	oil_bottle	(0,153,33,48)	24	199.jpg
199	knife	(28,103,30,70)	22	199.jpg
199	cutting_board	(10,113,54,60)	19	199.jpg
199	bowl	(56,114,43,42)	17	199.jpg
199	frying_pan	(96,90,83,100)	14	199.jpg
199	person	(27,0,146,114)	1	199.jpg
200	table	(0,112,101,142)	29	200.jpg
200	stove	(103,112,154,123)	30	200.jpg
200	shell_egg	(61,219,21,21)	7	200.jpg
200	oil_bottle	(0,153,33,48)	24	200.jpg
200	knife	(28,103,30,70)	22	200.jpg
200	cutting_board	(10,113,54,60)	19	200.jpg
200	bowl	(56,114,43,42)	17	200.jpg
200	frying_pan	(96,90,83,100)	14	200.jpg
200	person	(27,0,146,114)	1	200.jpg
201	table	(0,112,101,142)	29	201.jpg
201	stove	(103,112,154,123)	30	201.jpg
201	shell_egg	(61,219,21,21)	7	201.jpg
201	oil_bottle	(0,153,33,48)	24	201.jpg
201	knife	(28,103,30,70)	22	201.jpg
201	cutting_board	(10,113,54,60)	19	201.jpg
201	bowl	(56,114,43,42)	17	201.jpg
201	frying_pan	(96,90,83,100)	14	201.jpg
201	person	(27,0,146,114)	1	201.jpg
202	table	(0,112,101,142)	29	202.jpg
202	stove	(103,112,154,123)	30	202.jpg
202	shell_egg	(61,219,21,21)	7	202.jpg
202	oil_bottle	(0,153,33,48)	24	202.jpg
202	knife	(28,103,30,70)	22	202.jpg
202	cutting_board	(10,113,54,60)	19	202.jpg
202	bowl	(56,114,43,42)	17	202.jpg
202	frying_pan	(96,90,83,100)	14	202.jpg
202	person	(27,0,146,114)	1	202.jpg
203	table	(0,112,101,142)	29	203.jpg
203	stove	(103,112,154,123)	30	203.jpg
203	shell_egg	(61,219,21,21)	7	203.jpg
203	oil_bottle	(0,153,33,48)	24	203.jpg
203	knife	(28,103,30,70)	22	203.jpg
203	cutting_board	(10,113,54,60)	19	203.jpg
203	bowl	(56,114,43,42)	17	203.jpg
203	frying_pan	(96,90,83,100)	14	203.jpg
203	person	(27,0,146,114)	1	203.jpg
204	table	(0,112,101,142)	29	204.jpg
204	stove	(103,112,154,123)	30	204.jpg
204	shell_egg	(61,219,21,21)	7	204.jpg
204	oil_bottle	(0,153,33,48)	24	204.jpg
204	knife	(28,103,30,70)	22	204.jpg
204	cutting_board	(10,113,54,60)	19	204.jpg
204	bowl	(56,114,43,42)	17	204.jpg
204	frying_pan	(96,90,83,100)	14	204.jpg
204	person	(27,0,146,114)	1	204.jpg
205	table	(0,112,101,142)	29	205.jpg
205	stove	(103,112,154,123)	30	205.jpg
205	shell_egg	(61,219,21,21)	7	205.jpg
205	oil_bottle	(0,153,33,48)	24	205.jpg
205	knife	(28,103,30,70)	22	205.jpg
205	cutting_board	(10,113,54,60)	19	205.jpg
205	bowl	(56,114,43,42)	17	205.jpg
205	frying_pan	(96,90,83,100)	14	205.jpg
205	person	(27,0,146,114)	1	205.jpg
206	table	(0,112,101,142)	29	206.jpg
206	stove	(103,112,154,123)	30	206.jpg
206	shell_egg	(61,219,21,21)	7	206.jpg
206	oil_bottle	(0,153,33,48)	24	206.jpg
206	knife	(28,103,30,70)	22	206.jpg
206	cutting_board	(10,113,54,60)	19	206.jpg
206	bowl	(56,114,43,42)	17	206.jpg
206	frying_pan	(96,90,83,100)	14	206.jpg
206	person	(27,0,146,114)	1	206.jpg
207	table	(0,112,101,142)	29	207.jpg
207	stove	(103,112,154,123)	30	207.jpg
207	shell_egg	(61,219,21,21)	7	207.jpg
207	oil_bottle	(0,153,33,48)	24	207.jpg
207	knife	(28,103,30,70)	22	207.jpg
207	cutting_board	(10,113,54,60)	19	207.jpg
207	bowl	(56,114,43,42)	17	207.jpg
207	frying_pan	(96,90,83,100)	14	207.jpg
207	person	(29,0,142,114)	1	207.jpg
208	table	(0,112,101,142)	29	208.jpg
208	stove	(103,112,154,123)	30	208.jpg
208	shell_egg	(61,219,21,21)	7	208.jpg
208	oil_bottle	(0,153,33,48)	24	208.jpg
208	knife	(28,103,30,70)	22	208.jpg
208	cutting_board	(10,113,54,60)	19	208.jpg
208	bowl	(56,114,43,42)	17	208.jpg
208	frying_pan	(96,90,83,100)	14	208.jpg
208	person	(28,0,142,114)	1	208.jpg
209	table	(0,112,101,142)	29	209.jpg
209	stove	(103,112,154,123)	30	209.jpg
209	shell_egg	(61,219,21,21)	7	209.jpg
